1037850803589984256,5fdTr1jOXY4CLK7,2022-02-14_20:10:08,"RT @NeroXFireVtuber: 動画を投稿したよ！
　
【バレンタイン】最近、指揮官の様子がおかしいので調査しようと思う【シチュエーションボイス/Vtuber】
　
#NeroXFire
https://t.co/iv5HiLUx8e https://t.co/hWo…"
2353709318,Lucifer_Akkun,2022-02-14_20:10:07,"@mei_vtuber 今日は遅くまでお仕事で申し訳ありません💦
だから、プレミアには間に合わなかったんだ😖
でも、本当に素晴らしい曲を聴かせていただきました✨
バレンタインデーに、こんな素敵な曲を聴くことができて幸せです💕"
1069367053402943488,JoseDom00682380,2022-02-14_20:10:07,"@Moomochi_VTuber Feliz San Valentín moomochi, te queremos y amamos mucho 💖"
126659224,sakusaku0515,2022-02-14_20:10:07,"RT @kanyuu0412: 【ポケモンUNITE】ギルガルド使ってみる　参加型【vtuber】＃12 https://t.co/DFkntBfIyQ @YouTubeより"
3305247704,ckchungghk,2022-02-14_20:10:07,"RT @mashiro3yuki: チャット欄にリクエストを書いてもらう感じで、初めてのシチュボ配信をやっていきます🤍🎀遊びに来てね

【シチュボ配信】あなたの言いなりになっちゃう！？＊リクエスト募集【Vtuber/真白ユキ】 https://t.co/tacAYWTUuo v…"
1183885191980314624,hirotinu1,2022-02-14_20:10:06,"RT @UMA_ill_be_back: 『バレンタイン・キッス』
◆動画/MIX/歌唱：ウマザワ(うまぴ)

UMA研究所所長兼うまぴの運営担当、うまざわです。
俺のファンのみんなに向けて、愛をこめて歌いました。

▼YouTube版
https://t.co/fb6RYhN…"
4666172474,higumatank710,2022-02-14_20:10:05,"@kyubi_tentaka 774inc.　有閑喫茶あにまーれ
湖南みあ
さんは如何でしょうか？
ツイッターの紹介文で「酒袋系VTuber」と自称しており、配信においてもほぼ毎回飲酒しているほどのお酒好きです。"
1193671287920418816,hiramesan01,2022-02-14_20:10:05,"なんか去年も歌った気がする
けど今年も歌ったよｗ
#個人勢vtuber #新人vtuber #Vtuberさんと繋がりたい #VTuber好きと繋がりたい #ValentinesDay #バレンタイン 
【#歌ってみた】バレンタイ… https://t.co/pHn7PYDMcj"
1271144951741509633,sumeragi_Lilie,2022-02-14_20:10:04,"RT @sumeragi_Lilie: ✦⌖---------------------------------------⌖✦

　　　　　　Thank you for
　　　　✨1,000 subscribes!✨

みなさんのおかげで、ずっと目標だった
1,000人を突破す…"
1309505715132723200,motow03,2022-02-14_20:10:04,"RT @kyubi_tentaka: 【Vtuber推しの方へ】
個人勢・企業勢問わず、お酒紹介や晩酌配信するお酒が好きなVtuberの方をリプで教えて下さい。

【Vtuberの方へ】
個人勢・企業勢問わず、酒蔵とのコラボに興味のある方リプ下さい。

わたし、コラボに本気です。"
1427577926132768769,Feely_Rapis,2022-02-14_20:10:04,"ポケモン萎えとる【フィーリー】アルセウス来てるけどまだやってる系Vtuber
開始したよ！！
すっごい久しぶり！
#新人Vtuver
 https://t.co/DUyb6gz4IA @YouTubeより https://t.co/HIbFCDCUEp"
1407564816382758915,BOT_UNK_RT,2022-02-14_20:10:04,"RT @nawo747474: 野球、自民党、vtuber、加藤純一の並び面白すぎるだろ"
1295853682823553024,tomo0111_e,2022-02-14_20:10:03,"RT @Rai_Hider: 【🙏配信告知🙏】
今日は21時から突然のApexコラボ！🔫
お友達の茜丸ちゃんとチョコレート（意味深）作るよ～！🥰
案の定カメラは重くて動かないけどぜひ遊びに来てね！💕
#ハイダライブ

【#Apex/コラボ】バレンタインらしいのでお友達とApex…"
1102204868,ShogiOnAir,2022-02-14_20:10:02,"[YouTube] 【将棋系Vtuber】はまブリ 【視聴者対局回#２３】将棋ウォーズ友対やります！２１時からはまだ対局したことない方限定タイムです！【Shogi/Vtuber】 https://t.co/SnsQ3OqK2L"
1357659964957839361,Gunfan_holorisu,2022-02-14_20:10:02,"Vtuberが好きってだけでなんでこんなにからかわれるんだろとか思ってしまった"
1257329515178520576,yui000channel,2022-02-14_20:10:02,"RT @Shirasu_ne5: ˗ˏˋ　Happy Valentine’s Day!　ˎˊ˗

『　アイディスマイル　』
曲：とあ様
歌：百瀬ちさと
歌/動画/絵：白栖

Full┊https://t.co/ce0VaWwQ3P

#歌ってみた 
#Vtuber 
#新人Vt…"
1415066038924832768,tsuyunasi_v,2022-02-14_20:10:02,"【ボドカ／切り抜き】Vtuberの推しについて語るチームメンヘラ https://t.co/0KdfbIT3bq @YouTubeより"
1265441194026299392,wakuranoid,2022-02-14_20:10:02,"せんむそ５やってるけど中村一氏、Vtuberにいそう"
1465138627043016704,junopop_,2022-02-14_20:10:02,"@vtuber_ab01 그렇게 1시간이지나고....."
1287332709824528385,SyamaTamatto,2022-02-14_20:10:01,"RT @tonoriona: 開始しましたー！！
3周年新衣装お披露目ですー！！フルトラでたくさん動いてるよ！
たくさんおめでとう言いにきて欲しいー！よろしくお願いします！
告知もあるよ！必見！！

【#Vtuber】３周年新衣装お披露目みんなありがとう！【#遠野莉緒奈３周年】…"
2809264706,tam_a_keynote,2022-02-14_20:10:01,"RT @tammy_now: 【VtuberFesオーディション誤集計について】

下記の通り、VtuberFes運営に対し正式に代理人を立てる事となりました事をご報告申し上げます。

民安ともえ/Vtuberたみー https://t.co/8hwao97KzH"
269566179,MickHeroNG,2022-02-14_20:10:01,"RT @Ricoeur1913: すでに法学の観点からの「VTuber研究」は行われていて、「VTuberの方への誹謗中傷はいかなる意味で人格権の侵害に該当するのか？」という問いが学術論文の中で問われています。
ですが、こうした研究と共に、「VTuberの存在」を理論的・体系的…"
977894429741625345,vtuber_schedule,2022-02-14_20:10:01,"RT @mishiro_seiso: 2月18日20時～✨
ゆずしろみるくで番組出演予定です～！！
みんなでボドゲできるなんてとっても楽しみ☺💕
ぜひ詳細をチェックしてくださいね！ https://t.co/abO7sbTL1s"
1259670254290038784,Noiz_Vtuber,2022-02-14_20:10:01,"先生字がうまい"
977894429741625345,vtuber_schedule,2022-02-14_20:10:01,"RT @sakamatachloe: 21時半からメンバー限定で、メイド沙花叉がリクエスト頂いたセリフをバイノーラルで囁きます！🖤💖
正直めちゃくちゃ恥ずかしい……
飼育員さんたち、ご指名お願いします…！😳✨
https://t.co/ByzS4R2cAr https://t.…"
1333427696076943365,Laplus_pro,2022-02-14_20:10:00,"RT @inari_uru: 遅くなったがハッピーバレンタイン🍫
#ValentinesDay2022 
#Vtuberバレンタイン 
#Vtuber https://t.co/jobhmcg09E"
1117747529783754752,fase_vtuber,2022-02-14_20:11:49,"【MV】ミッション・イン・チョコレイト /長尾ちえみ（feat.sumijun） https://t.co/bIXlBngc6Q @YouTubeより"
1252884966318329857,hanaesai31,2022-02-14_20:11:49,"🌸本日23:00~🌸
海!!!!!!!!!!!!!!!!!!!!ストーリーをすすめうっ！

【#PokémonLEGENDS アルセウス】海だ～！！！マイペースポケモンマスター！#6【#Vtuber/花絵さい】 
▼▽▼▽▼… https://t.co/RU8t3JUY2w"
1057668303601098752,kuru_kuru2021,2022-02-14_20:11:49,"ハッピーバレンタイン♡🍫
今日はみる視点でアリーナ配信します！初見さんも常連さんも参加してくださいね(*´▽｀)ﾉﾉ
YouTubeはこちら⏬
https://t.co/iakw89O09j

#Apex配信  #APEX初心者… https://t.co/yy3CTSRJ3l"
1426309187265601537,InariTora,2022-02-14_20:11:48,"RT @shiyeVT: ♦️ Valentine's Day Dating Sim

Very romantic cooking otome route with your favorite tailor - did you have fun? :-)

#Vtuber #C…"
1368363808910049288,usane_noa,2022-02-14_20:11:48,"RT @usane_noa: 🐰歌ってみたのお知らせ🐰
2/14(月)21:00〜プレミア公開にて！
お久しぶりのソロで歌ってみたを公開するよ🍪🍬🍰
バレンタインにのあちゃんからちょっとしたプレゼント🎁
受け取ってくれる？

https://t.co/GJxrwr9F59

#…"
1715975720,siratama_3gou,2022-02-14_20:11:48,"RT @chchkun: 「週1回動画投稿or配信やります！」って宣言して、何も投稿できないVtuberさんおるやん？？
さらに「やっぱ週1行動やめます！」とか報告出来ないタイプ🤔

みんな勘違いしてるんだけど…
Vtuberの時空軸的には、投稿された時が1週間やねん( ˘ω˘…"
1441662786874998798,Allen_Tachibana,2022-02-14_20:11:48,"@s_r_e_g ありがとうございます！！！そして実は……猫！！合法筋ショタ黒猫ケモVtuberの橘亜蓮をよろしくね！！！！🐈"
1302288622847012865,sounel_neltti,2022-02-14_20:11:47,"@vtuber_egg まさかのサプライズに1回全身の毛が抜けたからね……😦🐏
いただいちゃいます😉✨"
4755242465,CrestShxdow,2022-02-14_20:11:47,"RT @haocera: ᪥ — 𝑫𝒆𝒔𝒊𝒈𝒏 𝑹𝒆𝒗𝒆𝒂𝒍 — ᪥

Hello~!! 🍃
My new design is finally here and I'm absolutely hyped to show everybody 😳👉👈 thank you for a…"
1233075160489422848,assaultHeater88,2022-02-14_20:11:47,"ボドカがMOTHER3にVtuber薦める切り抜きおもろ過ぎて吐きそう"
832590273758666753,saitaman0083,2022-02-14_20:11:47,"RT @MomonyaMiyui: #ハッピーバレンタイン #Vtuber https://t.co/m1Mmcvjq2r"
1183185312031240192,vtuber_egg,2022-02-14_20:11:47,"@riria_kotori 女の子だからずるじゃない"
1460018994518593536,IGA_Vtuber,2022-02-14_20:11:47,"RT @yunorlism: 【出演者】
💜ゆのーる (@yunorlism )
💛イオス・セレスティア(@ios_celestial )
💙海ちゃん(@umi_0023 )
❤ファイア・ウォール(@faiawor )

#新人Vtuver #新人歌い手 
#少しでもいいなと思…"
1351783841879396352,mukai_kurage,2022-02-14_20:11:46,"RT @amedahime: 画力の向上のため、配信でVtuberさんを描きたいです！
基本全員描くつもりです。描くのは週に2-3人ですので万が一多くなったら気長にお待ちください。
参加方法など詳細は画像をご覧下さい！！
リプでどう描いてほしいかリクエストいただけましたら極力沿…"
1113423678224486400,Vf1Pn,2022-02-14_20:11:46,"RT @hourei_1010: 🍫22時～
少しは元気になったのでみんなに会いたい！
看病しにきて～～～～そしたらもっと元気になる！

【バレンタイン】ひとりぼっち回避会場【鳳玲天々/Vtuber】 
https://t.co/Rd6z9IOkPk https://t.co/…"
1476052923658702848,Gunon_VTuber,2022-02-14_20:11:45,"@13dL1otB2qClqI1 PC買いなぁ〜🦊"
1194490922156736512,LittleOrangee21,2022-02-14_20:11:45,"RT @AnninMirudayo: 祝いにいきますよ～( 'ω'  و( و"♪

井上優、ついにバーチャルデビュー！！-俳優VTuber始動-Live2Dモデル公開-　#新人VTuber #VTuberを発掘せよ #井上優VT... https://t.co/8dU2vqL…"
832590273758666753,saitaman0083,2022-02-14_20:11:45,"RT @Himesaki_yuzuru: 🌞2月15日⏰23:00～ START！🌞

【企画】のりプロメンバーの一日を調査してみた！
🐰#姫咲ゆずる

動画師・トップVtuber・アイドルなどなど、様々な職業を持つメンバーに一日のスケジュールを聞いてみたよ！✨
一体どんな一日…"
